experiment,epoch,sample_count,entropy_mean,entropy_std,max_weight_mean,branch_lidar,branch_std_lidar,dom_lidar,branch_radar,branch_std_radar,dom_radar,branch_camera,branch_std_camera,dom_camera
exp_260707_032656_RL_3df_gate,0,1900,0.9698703289031982,0.02748040226837932,0.4325947165489197,0.268140971660614,0.05074272304773331,0.06210526078939438,0.32140547037124634,0.0601971261203289,0.23894736170768738,0.41045328974723816,0.07780496031045914,0.6989473104476929
exp_260707_032656_RL_3df_gate,1,1900,0.9732573628425598,0.025489568818973175,0.4274667501449585,0.28806450963020325,0.05276650935411453,0.102631576359272,0.3156190812587738,0.0678398534655571,0.27157893776893616,0.3963163197040558,0.08030761033296585,0.62578946352005
exp_260707_032656_RL_3df_gate,2,1900,0.9827561378479004,0.018387341733644536,0.404011994600296,0.28776782751083374,0.04693504422903061,0.08736841380596161,0.3544849157333374,0.0659598857164383,0.4436841905117035,0.35774704813957214,0.0555756501853466,0.4689473509788513
exp_260707_032656_RL_3df_gate,3,1900,0.9781930446624756,0.019646430578878993,0.41482019424438477,0.291826993227005,0.04763847589492798,0.05052631348371506,0.3054898679256439,0.05953115224838257,0.17263157665729523,0.40268322825431824,0.054470449686050415,0.7768420577049255
exp_260707_032656_RL_3df_gate,4,1900,0.9894980788230896,0.011114795231933799,0.3849848210811615,0.3153882920742035,0.03738860413432121,0.07999999821186066,0.32790613174438477,0.061638377606868744,0.36789470911026,0.356704980134964,0.0391099639236927,0.5521052479743958
exp_260707_032656_RL_3df_gate,5,1900,0.9883562326431274,0.011009064057921175,0.38968461751937866,0.30202236771583557,0.0398598350584507,0.06789473444223404,0.3366859257221222,0.060620907694101334,0.3821052312850952,0.3612914979457855,0.03810490667819977,0.5499999523162842
exp_260707_032656_RL_3df_gate,6,1900,0.9803904294967651,0.01890249067062785,0.40980827808380127,0.30225086212158203,0.035201892256736755,0.013684209436178207,0.30899399518966675,0.07429631054401398,0.27157893776893616,0.38875505328178406,0.05345648527145386,0.714736819267273
exp_260707_032656_RL_3df_gate,7,1900,0.9232951998710632,0.04752479912716437,0.4934599697589874,0.2134181410074234,0.06866428256034851,0.009999999776482582,0.33622071146965027,0.10573896765708923,0.28894734382629395,0.45036107301712036,0.10781870037317276,0.7010526061058044
exp_260707_032656_RL_3df_gate,8,1900,0.8740103840827942,0.016975797280334926,0.5304130911827087,0.12547798454761505,0.013239635154604912,0.0,0.5302268862724304,0.034843750298023224,0.9926315546035767,0.3442949652671814,0.0369621179997921,0.0073684207163751125
exp_260707_032656_RL_3df_gate,9,1900,0.8555993437767029,0.02095496091051337,0.5588423609733582,0.12000185251235962,0.0003519458696246147,0.0,0.5583859086036682,0.04374274984002113,0.9905262589454651,0.3216116726398468,0.04373849183320999,0.009473683312535286
exp_260707_032656_RL_3df_gate,10,1900,0.8320689797401428,0.025501448995166275,0.5989249348640442,0.11999974399805069,0.00025714567163959146,0.0,0.5989037156105042,0.03964260593056679,0.9994736313819885,0.28109604120254517,0.03964025527238846,0.0005263157654553652
exp_260707_032656_RL_3df_gate,11,1900,0.8478028178215027,0.06734028063917429,0.5867880582809448,0.25710541009902954,0.18083827197551727,0.3652631342411041,0.4727764129638672,0.2223939448595047,0.6347368359565735,0.2701181471347809,0.048194512724876404,0.0
exp_260707_032656_RL_3df_gate,12,1900,0.9480887651443481,0.04500549221438274,0.46082305908203125,0.263693243265152,0.10062307864427567,0.2515789270401001,0.4190318286418915,0.12069155275821686,0.6894736289978027,0.31727519631385803,0.031562551856040955,0.0589473657310009
exp_260707_032656_RL_3df_gate,13,1900,0.8795399069786072,0.05274678340318364,0.5461434721946716,0.34572041034698486,0.17931684851646423,0.5915789008140564,0.35007211565971375,0.22693829238414764,0.40842103958129883,0.3042071759700775,0.05183936655521393,0.0
exp_260707_032656_RL_3df_gate,14,1900,0.9723122119903564,0.018991815125732493,0.43400925397872925,0.4131171405315399,0.05919529125094414,0.7652631402015686,0.3002994954586029,0.08225804567337036,0.234736829996109,0.2865836024284363,0.023468157276511192,0.0
exp_260707_032656_RL_3df_gate,15,1900,0.880486249923706,0.05301901601914548,0.5513878464698792,0.2675817012786865,0.10406084358692169,0.2526315748691559,0.4788739085197449,0.19867418706417084,0.7473683953285217,0.2535445988178253,0.09508407860994339,0.0
exp_260707_032656_RL_3df_gate,16,1900,0.94467693567276,0.01856264823407836,0.42566728591918945,0.42566731572151184,0.012453565374016762,0.9999999403953552,0.1813487857580185,0.026880286633968353,0.0,0.3929838240146637,0.014539184048771858,0.0
exp_260707_032656_RL_3df_gate,17,1900,0.9898055791854858,0.010034766054598207,0.383086234331131,0.35755473375320435,0.03475232794880867,0.664736807346344,0.31732866168022156,0.06534126400947571,0.33526313304901123,0.3251165449619293,0.03059268184006214,0.0
exp_260707_032656_RL_3df_gate,18,1900,0.8924596905708313,0.0638822625894703,0.5575456023216248,0.22784101963043213,0.04244932532310486,0.0005263157654553652,0.5575291514396667,0.07838074117898941,0.9994736313819885,0.21462984383106232,0.03593571484088898,0.0
exp_260707_032656_RL_3df_gate,19,1900,0.9141078591346741,0.029364710645960874,0.4430822730064392,0.4218828082084656,0.053889308124780655,0.9573683738708496,0.17124517261981964,0.105324886739254,0.04263157770037651,0.40687209367752075,0.05144115909934044,0.0
exp_260707_182558_RL_3df_gate,0,18280,0.9842174053192139,0.01556568009019656,0.39973184466362,0.2773438096046448,0.03925732523202896,0.028719913214445114,0.3508390188217163,0.04572572186589241,0.42696937918663025,0.3718172609806061,0.05501512810587883,0.5443107485771179
exp_260707_182558_RL_3df_gate,1,18280,0.9427130818367004,0.01327075240334664,0.4807422459125519,0.20007486641407013,0.0,0.0,0.4807422459125519,0.03308555856347084,1.0,0.319192111492157,0.03303146734833717,0.0
exp_260707_182558_RL_3df_gate,2,18280,0.8969272971153259,0.007873896114663173,0.5639594197273254,0.20000818371772766,0.0,0.0,0.5639594197273254,0.010317649692296982,1.0,0.23604053258895874,0.01028890535235405,0.0
exp_260707_182558_RL_3df_gate,3,18280,0.8943373560905457,0.007193617396837483,0.5674521327018738,0.20090840756893158,0.001317567890509963,0.0,0.5674521327018738,0.00880938395857811,1.0,0.23163974285125732,0.008194182999432087,0.0
exp_260707_182558_RL_3df_gate,4,18280,0.8790947794914246,0.004000054297366451,0.585270881652832,0.20169603824615479,0.0010010510450229049,0.0,0.585270881652832,0.004836819600313902,1.0,0.21303178369998932,0.004216729663312435,0.0
exp_260707_223132_RL_3df_gate,0,1900,0.9890747666358948,0.010255241236008957,0.3915592432022095,0.2863624095916748,0.026877377182245255,0.01789473555982113,0.34196799993515015,0.038798682391643524,0.3721052408218384,0.37166914343833923,0.04611528292298317,0.60999995470047
exp_260707_223132_RL_3df_gate,1,1900,0.9911571741104126,0.007732346535268066,0.3864664137363434,0.2961070239543915,0.025286240503191948,0.019473683089017868,0.3274032175540924,0.03764558210968971,0.2231578826904297,0.3764898478984833,0.03467484563589096,0.7573683857917786
exp_260707_223132_RL_3df_gate,2,1900,0.9931727647781372,0.005437241510941492,0.3753450810909271,0.3102576434612274,0.040359146893024445,0.17999999225139618,0.32962891459465027,0.03644172102212906,0.26052629947662354,0.3601134419441223,0.02721702679991722,0.5594736337661743
exp_260707_223132_RL_3df_gate,3,1900,0.9958402514457703,0.004148202175706338,0.36737769842147827,0.3150334358215332,0.02283954806625843,0.047894734889268875,0.3340388238430023,0.035848166793584824,0.36263155937194824,0.3509276509284973,0.024503011256456375,0.5894736647605896
exp_260707_223132_RL_3df_gate,4,1900,0.9967914819717407,0.003341120198597444,0.3634727895259857,0.319574773311615,0.01812363974750042,0.02368420921266079,0.3325280249118805,0.03419853746891022,0.3863157629966736,0.3478969633579254,0.021283511072397232,0.5899999737739563
exp_260708_002715_RL_3df_gate,0,18280,0.9677609801292419,0.03148990733313656,0.41997772455215454,0.25130876898765564,0.0646442100405693,0.04354485869407654,0.3870925009250641,0.06835043430328369,0.5688731074333191,0.36159762740135193,0.05770982801914215,0.38758206367492676
exp_260708_002715_RL_3df_gate,1,18280,0.917339026927948,0.004128985064024236,0.46164360642433167,0.15002913773059845,0.0,0.0,0.4361480474472046,0.04018116369843483,0.5335339307785034,0.4138263463973999,0.04022527113556862,0.46646609902381897
exp_260708_002715_RL_3df_gate,2,18280,0.9191364645957947,0.003051970118140386,0.4493808448314667,0.15000297129154205,0.0,0.0,0.4065098762512207,0.023484183475375175,0.25251641869544983,0.4434910714626312,0.023488307371735573,0.7474836111068726
exp_260708_002715_RL_3df_gate,3,18280,0.901923656463623,0.010290105029017121,0.5159940719604492,0.15090526640415192,0.0011377778137102723,0.0,0.5159940719604492,0.028730902820825577,1.0,0.33310118317604065,0.02951325848698616,0.0
exp_260708_002715_RL_3df_gate,4,18280,0.8536437749862671,0.009381505902303855,0.6003087162971497,0.1516636610031128,0.0011483696289360523,0.0,0.6003087162971497,0.011727647855877876,1.0,0.24802805483341217,0.011350570246577263,0.0
exp_260708_002715_RL_3df_gate,5,18280,0.8691476583480835,0.0053759853356170504,0.5805866122245789,0.15246210992336273,0.0013189809396862984,0.0,0.5805866122245789,0.007031504530459642,1.0,0.2669508159160614,0.006754250731319189,0.0
exp_260708_002715_RL_3df_gate,6,18280,0.8652850389480591,0.007263167173301381,0.5856804847717285,0.1522769331932068,0.0012925914488732815,0.0,0.5856804847717285,0.009652049280703068,1.0,0.26204168796539307,0.009266093373298645,0.0
exp_260708_002715_RL_3df_gate,7,18280,0.8655207753181458,0.007665088389390426,0.5853476524353027,0.15225861966609955,0.001609639497473836,0.0,0.5853476524353027,0.00955585204064846,1.0,0.26239368319511414,0.009097309783101082,0.0
exp_260708_002715_RL_3df_gate,8,18280,0.8396142721176147,0.012546342263967137,0.6167716979980469,0.15188467502593994,0.0011732411803677678,0.0,0.6167716979980469,0.013721919618546963,1.0,0.23134315013885498,0.013416354544460773,0.0
exp_260708_002715_RL_3df_gate,9,18280,0.8291225433349609,0.007702259915607258,0.6283878684043884,0.15162383019924164,0.001105393748730421,0.0,0.6283878684043884,0.007785751484334469,1.0,0.21998806297779083,0.007512780837714672,0.0
exp_260708_002715_RL_3df_gate,10,18280,0.836592435836792,0.005163104183512294,0.620501697063446,0.15165792405605316,0.0010204012505710125,0.0,0.620501697063446,0.0050508202984929085,1.0,0.227840855717659,0.0048182993195950985,0.0
exp_260708_002715_RL_3df_gate,11,18280,0.8231011629104614,0.004678643870142101,0.6346647143363953,0.15157538652420044,0.0009416045504622161,0.0,0.6346647143363953,0.005097805988043547,1.0,0.21375882625579834,0.0045322454534471035,0.0
exp_260708_002715_RL_3df_gate,12,18280,0.7980110049247742,0.007766848247667754,0.6582400798797607,0.15139085054397583,0.0010084662353619933,0.0,0.6582400798797607,0.00688589084893465,1.0,0.19036859273910522,0.006574820727109909,0.0
exp_260708_002715_RL_3df_gate,13,18280,0.8246923685073853,0.091214463699547,0.6087186336517334,0.2071232944726944,0.09152426570653915,0.16859956085681915,0.5829124450683594,0.17269666492938995,0.831400454044342,0.2099633514881134,0.08136039227247238,0.0
exp_260708_002715_RL_3df_gate,14,18280,0.9103336334228516,0.08744741702708202,0.4932393431663513,0.2916339039802551,0.09933684766292572,0.45650985836982727,0.4195854663848877,0.1969243437051773,0.5434901714324951,0.28878068923950195,0.09758832305669785,0.0
exp_260708_002715_RL_3df_gate,15,18280,0.9081114530563354,0.08826806022924828,0.4973450303077698,0.2839205861091614,0.09710806608200073,0.3101203441619873,0.4327912926673889,0.19391044974327087,0.5881291031837463,0.2832877039909363,0.09680391103029251,0.10175055265426636
exp_260708_002715_RL_3df_gate,16,18280,0.9060549139976501,0.09058132894669368,0.5022220611572266,0.27560657262802124,0.0942251980304718,0.37434354424476624,0.44933927059173584,0.18803393840789795,0.6256564855575562,0.27505427598953247,0.09380879253149033,0.0
exp_260708_002715_RL_3df_gate,17,18280,0.9304463267326355,0.07640300262191527,0.46769261360168457,0.30166229605674744,0.08906625211238861,0.4748905897140503,0.39735540747642517,0.17772674560546875,0.5251094102859497,0.3009830117225647,0.08866062015295029,0.0
exp_260708_002715_RL_3df_gate,18,18280,0.9083511233329773,0.09173955411765453,0.4907352328300476,0.2941139042377472,0.10148055851459503,0.5137308835983276,0.412231981754303,0.20262885093688965,0.48626914620399475,0.29365411400794983,0.10115136951208115,0.0
exp_260708_002715_RL_3df_gate,19,18280,0.8988877534866333,0.09152506256131399,0.5155341625213623,0.26295289397239685,0.09069479256868362,0.28643327951431274,0.4743048846721649,0.18126952648162842,0.7111597657203674,0.26274219155311584,0.09057057648897171,0.0024070022627711296
exp_260708_002917_RL_3df_gate,0,18280,0.9264023900032043,0.08961703489319914,0.4675964117050171,0.23011678457260132,0.09121168404817581,0.04184901714324951,0.41744640469551086,0.14002725481987,0.5198577642440796,0.3524337708950043,0.08522733300924301,0.4382932186126709
exp_260708_002917_RL_3df_gate,1,18280,0.6387664675712585,0.035487169155181825,0.7658665180206299,0.10000409185886383,0.0,0.0,0.7658665180206299,0.022863348945975304,1.0,0.1341359168291092,0.02291555143892765,0.0
exp_260708_002917_RL_3df_gate,2,18280,0.582808256149292,0.0,0.7994267344474792,0.10000409185886383,0.0,0.0,0.7994266748428345,0.0,1.0,0.10059387236833572,0.00033290748251602054,0.0
exp_260708_002917_RL_3df_gate,3,18280,0.5828990936279297,0.003496535261841806,0.7993484735488892,0.10063783079385757,0.0009582713828422129,0.0,0.7993484735488892,0.0013147374847903848,1.0,0.10001754015684128,0.00022217132209334522,0.0
exp_260708_002917_RL_3df_gate,4,18280,0.5893282890319824,0.0030147145685600566,0.795924723148346,0.10252516716718674,0.0010185742285102606,0.0,0.795924723148346,0.0013372133253142238,1.0,0.10155056416988373,0.0008177344570867717,0.0
exp_260708_002917_RL_3df_gate,5,18280,0.5923543572425842,0.003806821164802115,0.7943017482757568,0.10299116373062134,0.0011217026039958,0.0,0.7943017482757568,0.002071601804345846,1.0,0.1027073860168457,0.001038046320900321,0.0
exp_260708_002917_RL_3df_gate,6,18280,0.5934532284736633,0.004762838046338914,0.7937054634094238,0.10316147655248642,0.001288261148147285,0.0,0.7937054634094238,0.00283665768802166,1.0,0.10313200950622559,0.0012802842538803816,0.0
exp_260708_002917_RL_3df_gate,7,18280,0.5933478474617004,0.004566468647605377,0.7937635779380798,0.10311583429574966,0.001236244454048574,0.0,0.7937636375427246,0.002899009268730879,1.0,0.10311935096979141,0.0012693258468061686,0.0
exp_260708_002917_RL_3df_gate,8,18280,0.5917638540267944,0.0036758583367305984,0.7946194410324097,0.1026896983385086,0.001051860861480236,0.0,0.7946194410324097,0.0016914558364078403,1.0,0.10269119590520859,0.0010033741127699614,0.0
exp_260708_002917_RL_3df_gate,9,18280,0.5901436805725098,0.0033546312182549205,0.7954884171485901,0.10225085914134979,0.00091552734375,0.0,0.7954884171485901,0.001655842293985188,1.0,0.10226042568683624,0.0008907787851057947,0.0
exp_260708_002917_RL_3df_gate,10,18280,0.5895649790763855,0.0033035269238303002,0.7958002686500549,0.10209725052118301,0.0009165440569631755,0.0,0.7958002090454102,0.001291870721615851,1.0,0.1021038368344307,0.0009042683523148298,0.0
exp_260708_002917_RL_3df_gate,11,18280,0.5889390707015991,0.003188495747940471,0.7961332201957703,0.10193122923374176,0.0008881611283868551,0.0,0.796133279800415,0.0020571653731167316,1.0,0.10193511098623276,0.000901689869351685,0.0
exp_260708_002917_RL_3df_gate,12,18280,0.5879409313201904,0.0030257501797641686,0.7966681718826294,0.10166613012552261,0.0008642457542009652,0.0,0.7966681718826294,0.0017940598772838712,1.0,0.10166672617197037,0.0008523095748387277,0.0
exp_260708_002917_RL_3df_gate,13,18280,0.5869846343994141,0.002945958467583651,0.7971789836883545,0.10141093283891678,0.0007822269108146429,0.0,0.7971790432929993,0.0006459353608079255,1.0,0.10141138732433319,0.0007518728380091488,0.0
exp_260708_002917_RL_3df_gate,14,18280,0.5861760973930359,0.002386207908436953,0.7976098656654358,0.10119235515594482,0.0006118755554780364,0.0,0.7976098656654358,0.00042286395910196006,1.0,0.1011984720826149,0.0006335614016279578,0.0
exp_260708_002917_RL_3df_gate,15,18280,0.585540771484375,0.0018650709949459866,0.7979477643966675,0.10102613270282745,0.0005285799852572381,0.0,0.7979477643966675,0.0009765625,1.0,0.1010260209441185,0.0004717903211712837,0.0
exp_260708_002917_RL_3df_gate,16,18280,0.5850713849067688,0.0017251278985378554,0.7981969118118286,0.10090109705924988,0.00046282197581604123,0.0,0.7981969118118286,0.0008802615338936448,1.0,0.10090111196041107,0.00044118749792687595,0.0
exp_260708_002917_RL_3df_gate,17,18280,0.5845274329185486,0.0011629122498936913,0.7984865307807922,0.10075583308935165,0.0003872246597893536,0.0,0.7984864711761475,0.0013810679083690047,1.0,0.10075698792934418,0.0004013960715383291,0.0
exp_260708_002917_RL_3df_gate,18,18280,0.5842152237892151,0.0011976075395648195,0.7986523509025574,0.10067204385995865,0.00033290748251602054,0.0,0.7986523509025574,0.0010066175600513816,1.0,0.10067537426948547,0.00033982936292886734,0.0
exp_260708_002917_RL_3df_gate,19,18280,0.5840451121330261,0.0011523321794206075,0.7987440228462219,0.10062949359416962,0.00037000596057623625,0.0,0.7987439632415771,0.0,1.0,0.10062751919031143,0.00033150575472973287,0.0
exp_260709_093315_RL_3df_gate,0,18280,0.9291008114814758,0.11186278690770457,0.4524143934249878,0.45241445302963257,0.14794176816940308,1.0,0.2813778817653656,0.07774925231933594,0.0,0.266207754611969,0.07684978097677231,0.0
exp_260709_093315_RL_3df_gate,1,18280,0.9996964931488037,0.0,0.34467223286628723,0.3285634219646454,0.003989290911704302,0.07155361026525497,0.32692447304725647,0.0009134905994869769,0.0,0.34451234340667725,0.004505866207182407,0.9284464120864868
exp_260709_093315_RL_3df_gate,2,18280,0.9991868138313293,0.0,0.35330167412757874,0.3212589621543884,0.0017002427484840155,0.0,0.3254384398460388,0.001102018402889371,0.0,0.35330167412757874,0.0024822631385177374,1.0
exp_260709_093315_RL_3df_gate,3,18280,0.9988958835601807,0.0,0.35657501220703125,0.3198244571685791,0.00014950499462429434,0.0,0.32360076904296875,0.0006401421269401908,0.0,0.35657501220703125,0.000827921146992594,1.0
exp_260709_093315_RL_3df_gate,4,18280,0.9987264275550842,0.0053865388369621955,0.3582095801830292,0.31896913051605225,0.0,0.0,0.3228224813938141,0.0,0.0,0.3582095801830292,0.00032296768040396273,1.0
exp_260709_093315_RL_3df_gate,5,18280,0.9987878799438477,0.0,0.3576892018318176,0.3186851739883423,0.0,0.0,0.32362648844718933,0.0004485149693209678,0.0,0.3576892018318176,0.0007524919346906245,1.0
exp_260709_093315_RL_3df_gate,6,18280,0.998586118221283,0.003342688261141512,0.35957133769989014,0.31808197498321533,0.00021143197955098003,0.0,0.32234668731689453,0.0010176594369113445,0.0,0.35957133769989014,0.0011121134739369154,1.0
exp_260709_093315_RL_3df_gate,7,18280,0.9986413717269897,0.004997621370682553,0.35887381434440613,0.3176632821559906,0.0003662109375,0.0,0.3234623968601227,0.0011483696289360523,0.0,0.35887381434440613,0.0007221777341328561,1.0
exp_260709_093315_RL_3df_gate,8,18280,0.9985594153404236,0.004354900164677256,0.35945644974708557,0.31623491644859314,0.0012508485233411193,0.0,0.3243093192577362,0.00021143197955098003,0.0,0.35945644974708557,0.0013593174517154694,1.0
exp_260709_093315_RL_3df_gate,9,18280,0.9987697005271912,0.004295802510237424,0.35662615299224854,0.3157418370246887,0.0012418817495927215,0.0,0.3276328444480896,0.0018633224535733461,0.0,0.35662615299224854,0.0029700989834964275,1.0
exp_260709_093315_RL_3df_gate,10,18280,0.9992300868034363,0.004114729545635032,0.35121673345565796,0.3178001642227173,0.0,0.0,0.33098340034484863,0.0008844834519550204,0.0,0.35121673345565796,0.0007475249585695565,1.0
exp_260709_093315_RL_3df_gate,11,18280,0.9992859959602356,0.005494232456906631,0.34966549277305603,0.3178914785385132,0.0,0.0,0.33244556188583374,0.0,0.0,0.34966549277305603,0.0,1.0
exp_260709_093315_RL_3df_gate,12,18280,0.9992836117744446,0.0029336493588907864,0.3495556712150574,0.3174465298652649,0.0003452669770922512,0.0,0.3329988121986389,0.0,0.0,0.3495556712150574,0.000244140625,1.0
exp_260709_093315_RL_3df_gate,13,18280,0.9993089437484741,0.0,0.34956663846969604,0.31766992807388306,0.0007117860950529575,0.0,0.3327615559101105,0.0007768507348373532,0.0,0.34956663846969604,0.0009134905994869769,1.0
exp_260709_093315_RL_3df_gate,14,18280,0.9993062615394592,0.0,0.34904220700263977,0.3174488842487335,0.0,0.0,0.3335099518299103,0.00038602022686973214,0.0,0.34904220700263977,0.0,1.0
exp_260709_093315_RL_3df_gate,15,18280,0.9993252158164978,0.0,0.3490343391895294,0.3174218237400055,0.0,0.0,0.3335457444190979,0.00021143197955098003,0.0,0.3490343391895294,0.0,1.0
exp_260709_093315_RL_3df_gate,16,18280,0.999252438545227,0.007519468170433463,0.34976640343666077,0.3169673681259155,0.0,0.0,0.33326736092567444,0.0,0.0,0.34976640343666077,0.0006103515625,1.0
exp_260709_093315_RL_3df_gate,17,18280,0.999187707901001,0.0,0.3509266972541809,0.31616348028182983,0.0,0.0,0.33290958404541016,0.0,0.0,0.3509266972541809,0.0006224389071576297,1.0
exp_260709_093315_RL_3df_gate,18,18280,0.9990791082382202,0.009883240165897358,0.35163673758506775,0.3156917989253998,0.0008501213742420077,0.0,0.332673579454422,0.0,0.0,0.35163673758506775,0.0,1.0
exp_260709_093315_RL_3df_gate,19,18280,0.9989035725593567,0.008267797005265986,0.3534908592700958,0.3139818012714386,0.0006459353608079255,0.0,0.3325313329696655,0.0,0.0,0.3534908592700958,0.00037624596734531224,1.0
exp_260709_103630_RL_3df_gate,0,18280,0.9514499306678772,0.06866876366266976,0.4289228618144989,0.4287266135215759,0.11325132101774216,0.9509299993515015,0.3025376498699188,0.05354560911655426,5.470459655043669e-05,0.26873522996902466,0.08005300164222717,0.04901531711220741
exp_260709_103630_RL_3df_gate,1,18280,0.9995863437652588,0.004442616332122344,0.34573331475257874,0.3241235911846161,0.0046921707689762115,0.0,0.3301425576210022,0.0010139921214431524,0.0,0.34573331475257874,0.005047131329774857,1.0
exp_260709_103630_RL_3df_gate,2,18280,0.9990109801292419,0.0,0.3546743094921112,0.3174424469470978,0.00037624596734531224,0.0,0.3278824985027313,0.0008234092965722084,0.0,0.3546743094921112,0.0013147374847903848,1.0
exp_260709_103630_RL_3df_gate,3,18280,0.9991640448570251,0.0028078902839302933,0.3520682156085968,0.3173799514770508,0.0004315837286412716,0.0,0.3305519223213196,0.0012388783507049084,0.0,0.3520682156085968,0.001399822416715324,1.0
exp_260709_103630_RL_3df_gate,4,18280,0.9994152784347534,0.0,0.347827285528183,0.3178454041481018,0.0001220703125,0.0,0.3343271017074585,0.0011087586171925068,0.0,0.347827285528183,0.001115458202548325,1.0
exp_260709_103630_RL_3df_gate,5,18280,0.9994795918464661,0.002270065644049957,0.3441969156265259,0.3177683353424072,0.0007065330282784998,0.0,0.3380333185195923,0.0019645357970148325,0.000875273544806987,0.3441968560218811,0.0015892598312348127,0.9991247653961182
exp_260709_103630_RL_3df_gate,6,18280,0.9995003342628479,0.0,0.34241870045661926,0.31777194142341614,0.0005459150415845215,0.0,0.34236449003219604,0.0009455526014789939,0.8768052458763123,0.33986321091651917,0.001081545720808208,0.12319475412368774
exp_260709_103630_RL_3df_gate,7,18280,0.9995080232620239,0.0,0.3444148898124695,0.3178689777851105,0.0,0.0,0.3444148898124695,0.0008234092965722084,1.0,0.33771684765815735,0.0005593964597210288,0.0
exp_260709_103630_RL_3df_gate,8,18280,0.9993402361869812,0.0,0.34408703446388245,0.315700501203537,0.0017541635315865278,0.0,0.34315237402915955,0.0014673846308141947,0.6385120749473572,0.341146856546402,0.002923322841525078,0.3614879846572876
exp_260709_103630_RL_3df_gate,9,18280,0.9987832903862,0.00460749252577911,0.3542824983596802,0.31470394134521484,0.0014391877921298146,0.0,0.3542824983596802,0.006086401641368866,1.0,0.3310140371322632,0.007590967696160078,0.0
exp_260709_103630_RL_3df_gate,10,18280,0.9978593587875366,0.0024060056921007657,0.36587369441986084,0.3166041970252991,0.0,0.0,0.36587369441986084,0.00139715860132128,1.0,0.3175216317176819,0.0011960399569943547,0.0
exp_260709_103630_RL_3df_gate,11,18280,0.9976872801780701,0.004216388169761407,0.3671421408653259,0.3164127767086029,0.0,0.0,0.3671421408653259,0.00038602022686973214,1.0,0.31644654273986816,0.0,0.0
exp_260709_103630_RL_3df_gate,12,18280,0.9975962042808533,0.002537857032925011,0.3678632378578186,0.31606724858283997,0.0006224389071576297,0.0,0.3678632378578186,0.0005459150415845215,1.0,0.3160683810710907,0.0006042172317393124,0.0
exp_260709_103630_RL_3df_gate,13,18280,0.9975511431694031,0.0,0.36827734112739563,0.3158615529537201,0.0,0.0,0.36827734112739563,0.0009376398520544171,1.0,0.31586161255836487,0.0,0.0
exp_260709_103630_RL_3df_gate,14,18280,0.997550368309021,0.0,0.36828693747520447,0.31585657596588135,0.0004958519712090492,0.0,0.36828693747520447,0.0005033087800256908,1.0,0.31585657596588135,0.0005179004510864615,0.0
exp_260709_103630_RL_3df_gate,15,18280,0.9973422288894653,0.0,0.36972054839134216,0.31513991951942444,0.0,0.0,0.36972054839134216,0.00021143197955098003,1.0,0.31513991951942444,0.0,0.0
exp_260709_103630_RL_3df_gate,16,18280,0.997289776802063,0.00571917926860372,0.36996763944625854,0.3150162100791931,0.0,0.0,0.36996763944625854,0.0001726334885461256,1.0,0.3150162100791931,0.0,0.0
exp_260709_103630_RL_3df_gate,17,18280,0.997138261795044,0.007363186642081598,0.3708399832248688,0.31457942724227905,0.0007475249585695565,0.0,0.3708399832248688,0.0,1.0,0.31457945704460144,0.000732421875,0.0
exp_260709_103630_RL_3df_gate,18,18280,0.9972176551818848,0.0,0.3705264925956726,0.31473684310913086,0.0,0.0,0.3705264925956726,0.0004401307669468224,1.0,0.31473684310913086,0.0,0.0
exp_260709_103630_RL_3df_gate,19,18280,0.9972389340400696,0.003960041776558834,0.37032148241996765,0.31483885645866394,0.00021143197955098003,0.0,0.37032148241996765,0.0006686066626571119,1.0,0.31483885645866394,0.00021143197955098003,0.0
